,,,Setup,Labour,Grand Total (Minutes),(Hrs),,,,,,,,,,,,,,,
,MASKING/DEMASKING (if required),U1,,,0,,,,,,,,,,,,,,,,
,No. SIDES TO BE COATED,1 OR 2,,,0,,,,,,,,,,,,,,,,
,No. OF COATS PER SIDE,,,,0,,,,,,,,,,,,,,,,
,COATING TIME PER PCB PER SIDE FOR ONE COAT,2.5,,,0,,,,,,,,,,,,,,,,
,RUN PER PCB,U1 + (1 OR 2)*2.5/L,,0,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,CONFORMAL COATING (manual),,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,SETUP TIME,30,,,30,,Includes setup for curing,,,,,,,,,,,,,,
,SETUP PER PCB,30/BATCH SIZE,0,,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,MASKING/DEMASKING (if required),U2,,,0,,,,,,,,,,,,,,,,
,No. SIDES TO BE COATED,1 OR 2,,,0,,,,,,,,,,,,,,,,
,No. OF COATS PER SIDE,,,,0,,,,,,,,,,,,,,,,
,COATING TIME PER PCB PER SIDE FOR ONE COAT,2.5,,,0,,,,,,,,,,,,,,,,
,RUN PER PCB,U2 + (1 OR 2)*2.5/L,,0,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,CONFORMAL COATING INSPECTION & TOUCH-UP,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,No. OF SMT COMPONENTS,,,,56,,,,,,,,,,,,,,,,
x,No. OF TH COMPONENTS,,,,3,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,AVE TIME PER INSPECTION,0.015,,,0.005,,,,,,,,,,,,,,,,
x,SFDC SCANNING TIME,,,,0.16666,,,,,,,,,,,,,,,,
,ADDITIONAL INSPECTION,,,,0,,Add any additional non-standard inspection & conformal coating touch-up required post conformal coating.,,,,,,,,,,,,,,
,RUN PER PCB,(Q + B/S COMP x2) * 0.015,,0,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,MECHANICAL ASSEMBLY,,,,,,,,,,,,,,,,,,,,
,MECHANICAL ASSY SETUP PER BATCH,( S1+S2+S3)/BATCH SIZE,0,,0,,"Enter any SETUP time PER BATCH (eg, jigs, tooling, special equipment, etc..) - This value will be divided by ""batch size"" in the total.",,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,MISCELLANEOUS MECH ASSY,MA,,,0,,,,,,,,,,,,,,,,
,RUN PER PCB,V * 0.27 + MA,,0,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,FINAL QC,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,TOTAL NUMBER OF COMPONENTS,W,,,60,,,,,,,,,,,,,,,,
x,HANDLING,X,,,0.5,,,,,,,,,,,,,,,,
x,STANDARD INSPECTION TIME PER COMP (IPC CLASS 1 & 2),0.01,,,0.01,,,,,,,,,,,,,,,,
x,STANDARD INSPECTION TIME PER COMP (IPC CLASS 3),0.01,,,0.02,,,,,,,,,,,,,,,,
x,SFDC SCANNING TIME,,,,0.16666,,,,,,,,,,,,,,,,
,SAMPLING RATE,"Standard 20%, No Testing 100%",,,0.2,,Standard QC sampling is 20%.  If there is no testing allow 100% sampling as minimum.  If there is multiple QC inspection points adjust sampling as required.,,,,,,,,,,,,,,
,ADDITIONAL QC INSPECTION,,,,1,,Add any additional non-standard QC inspection time required.,,,,,,,,,,,,,,
,RUN PER PCB (IPC CLASS 2),X + W * 0.003,,1.38666,1.38666,,,,,,,,,,,,,,,,
,RUN PER PCB (IPC CLASS 3),X + W * 0.003,,0,1.50666,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,FINAL QA,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,TOTAL NUMBER OF COMPONENTS,W,,,60,,,,,,,,,,,,,,,,
x,HANDLING,X,,,0.5,,,,,,,,,,,,,,,,
x,STANDARD INSPECTION TIME PER COMP,0.003,,,0.003,,,,,,,,,,,,,,,,
x,FQA SAMPLE,0.2,,,0.2,,,,,,,,,,,,,,,,
x,SFDC SCANNING TIME,,,,0.16666,,,,,,,,,,,,,,,,
x,RUN PER PCB,(X + W * 0.003) * 20%,,,0.30266,,"This time not in use (not added to total time).  If required need to add formula in column ""E"".",,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,PAPERWORK (COC / DHR),,,,,,,,,,,,,,,,,,,,
,COC REQUIRED,,,,NO,,,,,,,,,,,,,,,,
x,SETUP TIME (COC),5,,,10,,,,,,,,,,,,,,,,
,SETUP PER PCB (COC),5/BATCH SIZE,0,,0,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,RUN PER UNIT (DHR),,,0,0,,,,,,,,,,,,,,,,
,PACKING & DISPATCH,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,PACKING TIME PER PCB,,,,1,,Guideline 0.5 - 2 minutes per PCBA,,,,,,,,,,,,,,
x,SFDC SCANNING TIME,,,,0.16666,,,,,,,,,,,,,,,,
,RUN PER PCB,(X + W * 0.003) * 20%,,1.16666,1.16666,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,REPORTING (ERP / SFDC),,,,,,,,,,,,,,,,,,,,
x,SETUP TIME (ERP REPORTING),5,,,5,,,,,,,,,,,,,,,,
,SETUP PER PCB (ERP REPORTING),5/BATCH SIZE,0.05,,5,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
,RUN PER UNIT (SFDC REPORTING),,,0,0,,Guideline 0.5 per PCBA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Operation No,Work Center,Setup Time (min),Run Time [min],Total Time (Movex Run Time),UPH,,,,Operation Description (example),,,,,,,,,,,
,10,KIT,,0.83,0.83,72.28915662650603,,,,Kitting,,,,,,,,,,,
,20,LABEL,0.15,0.15,0.3,400,,,,Machine Labelling,,,,,,,,,,,
,30,PREP,0.04,0.2,0.24000000000000002,300,,,,Prepping & Label Printing,,,,,,,,,,,
,40,PROG,0,0,0,0,,,,IC Programming,,,,,,,,,,,
,50,SMTTS,2.613001333333333,2.8395699999999997,5.452571333333333,10.564979908929875,UPH for SMT is divided by number of operators.,,,SMT First Side,,,,,,,,,,,
,55,SMTSS,,0.45206999999999997,0.45206999999999997,66.36140420731303,UPH for SMT is divided by number of operators.,,,SMT Second Side,,,,,,,,,,,
,60,XRAY,0.15,0.7666600000000001,0.9166600000000001,78.26155010043564,,,,X-Ray Inspection,,,,,,,,,,,
,65,AOI,0.25,0.8333200000000001,1.08332,72.0011520184323,,,,Automated Optical Inspection,,,,,,,,,,,
,70,HLOAD,0,0,0,0,,,,Hand Insert / Screw / Rivet,,,,,,,,,,,
,80,SELCTV,0,0,0,0,,,,Selective Solder,,,,,,,,,,,
,90,WAVE,0,0,0,0,,,,Wave Solder,,,,,,,,,,,
,95,TCHUP,,0,0,0,,,,Post Wave Touch Up,,,,,,,,,,,
,100,MANASY,0.255,4.32466,4.57966,13.873923036724275,,,,PCFA / Manual Assembly,,,,,,,,,,,
,110,WASH,0,0,0,0,,,,Machine Wash,,,,,,,,,,,
,115,TMPCYC,0,0,0,0,,,,Head Soak / Thermal Cycle,,,,,,,,,,,
,120,ICT,0.1,2.79166,2.89166,21.492588639017647,,,,ICT / Flying Probe,,,,,,,,,,,
,130,FCT,0.1,3.04166,3.14166,19.72607063248358,,,,Functional Test,,,,,,,,,,,
,150,CONF,0,0,0,0,,,,Conformal Coating,,,,,,,,,,,
,160,FINASS,0,0,0,0,,,,Final / Mechanical Assembly,,,,,,,,,,,
,180,QA,0.05,1.38666,1.43666,43.269438795378825,,,,QC Inspection,,,,,,,,,,,
,185,COC,0,0,0,0,,,,CoC / DHR,,,,,,,,,,,
,190,PACK,,1.16666,1.16666,51.42886530780176,,,,Packing & Reporting,,,,,,,,,,,
,TOTAL,,3.708001333333333,18.782919999999997,22.49092133333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,OBA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,OBA INSPECTION TIME,,,,,,,,,,,,,,,,,,,,
,OBA SAMPLE,,,,,,,,,,,,,,,,,,,,
,RUN PER PCB,,,,,"negligible, so omit",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,EFFICIENCY RATING:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Proto,3,,,3,,,,,,,,,,,,,,,,
,Pilot,1,,,1,,,,,,,,,,,,,,,,
,Low Vol,0.4,,,0.4,,,,,,,,,,,,,,,,
,Med Vol,0.18,0.18,0.18,0.18,,,,,,,,,,,,,,,,
,High Vol,0.1,,,0.1,,,,,,,,,,,,,,,,
,Cont,0.02,,,0.02,,,,,,,,,,,,,,,,
,,,0.18,0.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,WAVE PROCESS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,PTH COMPONENTS ONLY (or selective pallet),0,0,0,,,,,,,,,,,,,,,,,
,SMT GLUE plus PTH,1,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,WAVE SUITABILITY (DFM) EVALUATION,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,SUITABLE FOR WAVE/SELECTIVE,1,1,1,,,,,,,,,,,,,,,,,
,MINOR DFM ISSUES (for WAVE/SELECTIVE),3,,,,,,,,,,,,,,,,,,,
,MAJOR DFM ISSUES (for WAVE/SELECTIVE),6,,,,,,,,,,,,,,,,,,,
,,,1,1,,,,,,,,,,,,,,,,,
,LEAD FREE / SFDC / PTS,IPC STANDARD,,,,,,,,,,,,,,,,,,,
,YES,Class 2,,,,,,,,,,,,,,,,,,,
,NO,Class 3,,,,,,,,,,,,,,,,,,,
